0.028222,0.0321031,0.0617256,0.0261508,-0.0191676,0.00112542,0.0841503,0.152345,-0.0188327,0.144812,0.0239785,-0.0600424,-0.0593781,-0.142523,-0.0813634,-0.00320455,0.00190026,-0.0325079,0.120488
0.0220627,0.0397946,0.0729585,0.0185355,-0.00389138,-0.0149484,0.0762175,0.129582,-0.00282498,0.140455,0.0300752,-0.0492142,-0.0510506,-0.11242,-0.0750014,-0.0177441,0.0047412,-0.0314329,0.122046
0.00823766,0.0546452,0.080566,-0.00197393,-0.00239149,-0.0259063,0.0667574,0.11762,0.00404466,0.128803,0.0363785,-0.0621483,-0.039406,-0.0916435,-0.0765694,-0.0235918,0.0100371,-0.0286772,0.113983
-0.000430295,0.058508,0.0728278,-0.00215937,0.00174199,-0.0148029,0.053183,0.0876077,-0.00404519,0.111465,0.0370278,-0.0673199,-0.0375132,-0.105735,-0.0706604,-0.0149537,0.0118961,-0.0381948,0.114507
-0.0389847,0.0606077,0.0471217,-0.0585429,-0.0196376,-0.0344965,0.023942,0.0389866,-0.0174174,0.0781324,0.0372861,-0.0710854,-0.0402979,-0.0855089,-0.071745,-0.031734,0.0117641,-0.0507477,0.104357
-0.0203837,0.0535672,0.0818106,-0.0333894,-0.00806034,-0.0251458,0.0447482,0.0646673,0.0297839,0.112933,0.04876,-0.0590293,-0.00405507,-0.0581524,-0.0567282,-0.010953,0.00931113,-0.0341374,0.119008
-0.0314427,0.0390366,0.04972,-0.0285565,-0.0155347,-0.0433938,0.0146815,0.033707,-0.00377706,0.0814527,0.0450707,-0.0520976,-0.00643278,-0.0519015,-0.0716817,-0.0316853,0.00323324,-0.0476144,0.102821
-0.0443742,0.0449396,0.0347327,-0.0496778,-0.0198128,-0.0619766,0.00697588,-0.00609531,-0.0281208,0.0627934,0.0435479,-0.0700024,-0.00571936,-0.0222989,-0.075819,-0.0338586,-0.00133528,-0.0498574,0.0980573
-0.0570713,0.0434022,0.0325449,-0.0672545,-0.0231395,-0.0651795,0.0157598,-0.00792862,-0.0282181,0.0773225,0.0468065,-0.0633004,-0.00171086,-0.0254949,-0.0779397,-0.0218769,0.000453124,-0.0345329,0.0974491
-0.0653201,0.0507761,0.0237644,-0.081904,-0.0290111,-0.0723743,0.01243,-0.00532223,-0.0324154,0.0887348,0.0463757,-0.0575974,-0.01254,-0.0281085,-0.0764866,-0.027539,-0.00368948,-0.0342216,0.0973396
-0.046531,0.0660415,0.0264815,-0.0408136,-0.0190524,-0.0609045,0.0370101,0.0349274,0.023823,0.137983,0.0559401,-0.0550574,0.0232176,-0.00858338,-0.0567681,0.000240818,0.000209188,-0.020624,0.111873
-0.0386919,0.0582463,0.0380924,-0.0427496,-0.0145572,-0.0624852,0.0527636,0.0233317,0.0164356,0.117918,0.05924,-0.0467252,-0.0161109,-0.0122452,-0.0409787,-0.00660872,-0.00398428,-0.0180956,0.10116
-0.0391804,0.0517363,0.0232875,-0.0291045,-0.0206854,-0.0714846,0.0463292,0.0230634,0.0242983,0.119861,0.050869,-0.0500424,0.00341883,-0.00667545,-0.0514147,-0.00481353,-0.004179,-0.00438278,0.106978
-0.0521412,0.0424339,0.00374043,-0.0422846,-0.0476375,-0.0943184,0.00667932,-0.0243305,-0.0188993,0.0867802,0.0424822,-0.0675712,-0.00371386,-0.0118873,-0.0767475,-0.0203696,-0.0172816,-0.0245631,0.0769772
-0.0696146,0.0399567,0.0117138,-0.0840075,-0.0340509,-0.0923946,0.0119061,-0.00870195,-0.0149604,0.0925917,0.0430988,-0.0573114,-0.0138475,-0.0132472,-0.0732088,-0.0106006,-0.0141336,-0.0330039,0.0611002
-0.0552803,0.047352,0.0297185,-0.0723067,-0.00622115,-0.0609673,0.0385428,0.0450018,0.040931,0.133651,0.0494081,-0.0531708,0.0150569,0.00304555,-0.0404303,0.0298496,-0.00583352,-0.018593,0.0602779
-0.070451,0.0433394,0.0179379,-0.10554,-0.0151657,-0.0886375,0.00188378,-0.0147225,0.00600741,0.0957095,0.0365491,-0.064168,-0.0218068,0.0123638,-0.0380224,0.00696477,-0.00431776,-0.0308569,0.0336614
-0.071851,0.0334027,-0.00932911,-0.0863006,-0.0392991,-0.0783777,-0.0166514,-0.0121514,0.0111469,0.0909757,0.0336986,-0.0776379,0.0080857,0.0162564,-0.0320973,0.00667746,-6.80343e-05,-0.0323505,0.0106081
-0.0691461,0.0468147,-0.0298929,-0.0486832,-0.0339556,-0.0638516,-0.00233514,0.0225675,0.0547135,0.116605,0.0365513,-0.0674828,0.0334078,0.0187797,0.000478183,0.0290607,0.00624956,-0.0342464,0.0123899
-0.0630069,0.0415244,-0.0171151,-0.0486994,-0.0281596,-0.0599713,0.000342231,0.036216,0.074214,0.112961,0.0400114,-0.0535257,0.0300328,0.0160689,0.0240641,0.0260074,0.00411905,-0.0425486,0.00504188
-0.0629373,0.0282055,-0.0200465,-0.0534915,-0.0485592,-0.0611164,-0.0102628,0.00593675,0.0590444,0.0795966,0.0337472,-0.0487285,0.00806079,-0.00821611,0.0279796,0.0229985,-0.0034447,-0.0508709,-0.0119835
-0.0545446,0.0201303,-0.00764371,-0.0561838,-0.041918,-0.0568683,0.00206206,0.00462159,0.0649112,0.06553,0.0256963,-0.0550209,0.00712116,0.00127615,0.0347366,0.0264668,-0.000549408,-0.0453609,-0.0101225
-0.0358171,0.0177326,-0.00679876,-0.0196216,-0.0305079,-0.0809156,0.0214673,0.0168693,0.0845216,0.0538908,0.0209519,-0.0488477,0.0110298,0.0332339,0.044799,0.0154214,-0.00333645,-0.0480453,1.0408e-05
-0.0198071,0.024731,0.00800331,2.90433e-06,-0.0188816,-0.098414,0.0441515,0.024793,0.116702,0.0652791,0.0107661,-0.0511966,0.0161453,0.0458545,0.0579932,0.0199169,0.00312158,-0.0444302,0.0176698
-0.0163725,0.0270176,0.0197925,-0.00480499,-0.0100739,-0.0603088,0.0629065,0.0462032,0.123574,0.0476436,0.012899,-0.0583753,0.00721297,0.0252657,0.0573042,0.0288434,0.00416645,-0.0487112,0.0165808
